Body Type,Event Type,Preferred Colors,Season,Fabric Type,Gender,Price Range,Occasion Suitability Score,Style Category
Hourglass,Casual,['Blue'],Fall,Silk,Unisex,Budget,6.8,Business Casual
Inverted Triangle,Formal,"['Gold', 'Silver']",Fall,Silk,Unisex,Budget,8.9,Formal
Oval,Party,"['Gold', 'Red']",Fall,Silk,Female,Mid-range,8.6,Glam
Hourglass,Casual,"['Red', 'Blue']",Fall,Polyester,Unisex,Mid-range,5.5,Glam
Hourglass,Casual,"['Black', 'Blue', 'White']",Fall,Cotton,Female,Budget,8.7,Business Casual
Inverted Triangle,Casual,['Silver'],Winter,Polyester,Female,Luxury,3.6,Business Casual
Inverted Triangle,Casual,"['Silver', 'Blue', 'Gold']",Summer,Cotton,Male,Budget,6.4,Glam
Pear,Business,"['Neutral', 'White', 'Gold']",Fall,Cotton,Male,Budget,9.1,Business Casual
Oval,Formal,['Black'],Fall,Polyester,Female,Mid-range,8.0,Formal
Hourglass,Casual,"['Green', 'Red']",Winter,Denim,Male,Mid-range,5.6,Bohemian
Pear,Wedding,"['White', 'Red', 'Green']",Winter,Denim,Female,Mid-range,3.5,Business Casual
Hourglass,Party,['Silver'],Summer,Silk,Male,Luxury,5.1,Streetwear
Inverted Triangle,Wedding,"['Blue', 'White', 'Red']",Fall,Silk,Female,Budget,8.9,Bohemian
Pear,Formal,"['Neutral', 'Blue']",Fall,Silk,Unisex,Mid-range,7.8,Formal
Hourglass,Formal,"['Neutral', 'Silver']",Spring,Silk,Female,Mid-range,7.5,Glam
Inverted Triangle,Party,"['Silver', 'Red']",Fall,Silk,Unisex,Budget,5.9,Business Casual
Rectangle,Formal,"['Green', 'Black']",Summer,Silk,Unisex,Luxury,2.0,Business Casual
Pear,Casual,"['Blue', 'Neutral', 'Silver']",Spring,Cotton,Female,Budget,2.2,Bohemian
Hourglass,Party,"['Gold', 'White', 'Blue']",Spring,Silk,Female,Budget,1.3,Bohemian
Hourglass,Wedding,"['Green', 'Red', 'Blue']",Winter,Denim,Male,Luxury,2.8,Business Casual
Rectangle,Party,"['Green', 'Silver']",Spring,Cotton,Male,Mid-range,8.9,Bohemian
Pear,Business,"['White', 'Neutral', 'Black']",Spring,Cotton,Unisex,Budget,6.4,Glam
Inverted Triangle,Casual,['Blue'],Fall,Polyester,Male,Budget,6.1,Formal
Rectangle,Casual,"['Red', 'Green']",Winter,Polyester,Male,Budget,3.8,Bohemian
Rectangle,Casual,['White'],Fall,Cotton,Female,Mid-range,6.4,Streetwear
Oval,Formal,"['Neutral', 'Gold', 'White']",Fall,Cotton,Male,Budget,8.8,Glam
Rectangle,Formal,"['Black', 'Silver']",Fall,Silk,Female,Mid-range,8.9,Formal
Inverted Triangle,Party,"['White', 'Red']",Spring,Cotton,Female,Budget,7.2,Glam
Inverted Triangle,Casual,"['Blue', 'Black']",Fall,Polyester,Female,Luxury,2.2,Bohemian
Rectangle,Casual,"['Blue', 'Silver']",Fall,Polyester,Female,Budget,8.6,Business Casual
Oval,Formal,['Gold'],Winter,Wool,Unisex,Mid-range,9.7,Formal
Hourglass,Casual,"['Red', 'Black']",Fall,Cotton,Female,Mid-range,4.0,Business Casual
Oval,Party,['Silver'],Summer,Cotton,Male,Luxury,7.0,Streetwear
Hourglass,Business,"['Neutral', 'Blue']",Fall,Silk,Male,Luxury,8.2,Business Casual
Rectangle,Business,"['Black', 'White']",Spring,Silk,Unisex,Mid-range,7.2,Formal
Rectangle,Business,"['Silver', 'White', 'Black']",Winter,Denim,Male,Budget,7.9,Glam
Pear,Casual,"['Black', 'Neutral']",Spring,Silk,Unisex,Luxury,2.3,Glam
Hourglass,Business,"['Red', 'Black', 'Gold']",Summer,Polyester,Unisex,Luxury,3.8,Formal
Pear,Formal,"['Black', 'Green']",Fall,Polyester,Unisex,Budget,3.9,Formal
Hourglass,Casual,"['Silver', 'Gold', 'Green']",Fall,Cotton,Male,Budget,2.9,Glam
Oval,Casual,['Green'],Summer,Cotton,Male,Luxury,5.5,Bohemian
Hourglass,Business,"['Red', 'Blue']",Winter,Wool,Male,Budget,5.9,Formal
Pear,Party,['Black'],Spring,Silk,Female,Mid-range,5.2,Bohemian
Hourglass,Business,['Red'],Summer,Cotton,Unisex,Luxury,6.4,Business Casual
Rectangle,Wedding,['Black'],Winter,Wool,Unisex,Luxury,7.8,Bohemian
Inverted Triangle,Party,"['Neutral', 'Gold', 'Green']",Spring,Cotton,Unisex,Luxury,3.8,Formal
Inverted Triangle,Business,"['Silver', 'Gold', 'Black']",Winter,Wool,Unisex,Budget,2.6,Bohemian
Hourglass,Business,"['Blue', 'Silver', 'Red']",Summer,Silk,Unisex,Budget,6.6,Formal
Inverted Triangle,Wedding,"['Red', 'Gold', 'Neutral']",Winter,Wool,Male,Luxury,4.4,Formal
Hourglass,Formal,"['Black', 'Gold']",Summer,Silk,Unisex,Budget,8.0,Glam
Hourglass,Party,"['White', 'Black', 'Red']",Fall,Cotton,Unisex,Budget,9.3,Business Casual
Pear,Casual,['Black'],Winter,Denim,Male,Luxury,6.0,Formal
Hourglass,Party,"['Black', 'Silver']",Spring,Silk,Female,Mid-range,8.9,Business Casual
Inverted Triangle,Party,"['White', 'Gold', 'Black']",Spring,Cotton,Unisex,Luxury,4.5,Streetwear
Hourglass,Party,['Blue'],Winter,Wool,Female,Luxury,2.1,Streetwear
Oval,Formal,['Blue'],Summer,Silk,Female,Luxury,2.2,Formal
Pear,Business,['White'],Summer,Cotton,Female,Budget,2.4,Glam
Rectangle,Casual,"['Black', 'Green']",Winter,Polyester,Female,Luxury,3.3,Streetwear
Oval,Casual,"['Gold', 'Black', 'Green']",Fall,Polyester,Female,Luxury,1.3,Business Casual
Hourglass,Formal,['Green'],Spring,Cotton,Unisex,Luxury,1.4,Formal
Pear,Casual,"['Neutral', 'Red']",Summer,Silk,Female,Budget,5.5,Streetwear
Pear,Business,"['Silver', 'Black', 'Red']",Summer,Silk,Unisex,Mid-range,9.0,Business Casual
Pear,Party,"['White', 'Blue']",Winter,Wool,Unisex,Luxury,1.1,Streetwear
Hourglass,Casual,['Silver'],Spring,Cotton,Male,Mid-range,6.6,Streetwear
Inverted Triangle,Business,"['Black', 'Blue', 'White']",Winter,Denim,Unisex,Budget,7.1,Streetwear
Rectangle,Party,"['Green', 'Black', 'Neutral']",Summer,Silk,Female,Mid-range,8.8,Streetwear
Rectangle,Casual,['Red'],Winter,Denim,Female,Luxury,10.0,Bohemian
Oval,Formal,"['Green', 'Neutral']",Fall,Cotton,Unisex,Luxury,8.5,Glam
Oval,Party,['Gold'],Fall,Cotton,Unisex,Budget,6.0,Bohemian
Inverted Triangle,Formal,"['Black', 'White', 'Green']",Fall,Silk,Unisex,Mid-range,3.3,Formal
Pear,Formal,"['White', 'Blue']",Summer,Cotton,Male,Mid-range,5.6,Formal
Inverted Triangle,Wedding,"['Green', 'White', 'Silver']",Winter,Wool,Female,Luxury,8.0,Streetwear
Inverted Triangle,Wedding,"['Black', 'Red', 'Green']",Winter,Polyester,Male,Mid-range,6.7,Formal
Oval,Wedding,['Silver'],Fall,Cotton,Unisex,Mid-range,2.6,Glam
Hourglass,Wedding,"['White', 'Red']",Summer,Cotton,Unisex,Luxury,8.9,Streetwear
Rectangle,Party,"['Neutral', 'Silver']",Spring,Cotton,Unisex,Budget,7.3,Formal
Hourglass,Party,"['Gold', 'Neutral']",Summer,Cotton,Male,Mid-range,5.1,Streetwear
Oval,Casual,['Gold'],Spring,Silk,Female,Mid-range,6.0,Streetwear
Oval,Casual,['Gold'],Summer,Polyester,Female,Budget,7.7,Glam
Pear,Casual,"['Black', 'White']",Fall,Cotton,Female,Mid-range,10.0,Formal
Rectangle,Formal,"['Green', 'Blue', 'Silver']",Winter,Wool,Unisex,Luxury,8.2,Business Casual
Pear,Casual,"['Silver', 'Black']",Summer,Silk,Male,Budget,1.4,Business Casual
Hourglass,Formal,"['Black', 'Green']",Summer,Cotton,Male,Mid-range,7.1,Formal
Hourglass,Casual,"['Gold', 'Green']",Fall,Polyester,Female,Budget,3.0,Business Casual
Inverted Triangle,Formal,"['Red', 'Silver']",Summer,Silk,Unisex,Mid-range,1.7,Glam
Rectangle,Wedding,"['Green', 'Gold']",Winter,Polyester,Female,Budget,6.8,Streetwear
Hourglass,Casual,['White'],Spring,Cotton,Male,Luxury,8.9,Bohemian
Inverted Triangle,Casual,['Green'],Spring,Cotton,Unisex,Budget,7.0,Bohemian
Rectangle,Casual,"['Gold', 'Neutral', 'Red']",Summer,Polyester,Male,Luxury,1.1,Bohemian
Inverted Triangle,Party,"['Green', 'Black', 'Gold']",Spring,Cotton,Male,Luxury,3.5,Bohemian
Hourglass,Casual,"['Gold', 'Black', 'Blue']",Summer,Silk,Female,Luxury,8.6,Bohemian
Pear,Party,"['Blue', 'Green']",Spring,Cotton,Female,Luxury,6.3,Streetwear
Oval,Formal,"['Black', 'Neutral', 'Green']",Fall,Cotton,Female,Mid-range,9.2,Formal
Rectangle,Formal,['Black'],Spring,Cotton,Male,Budget,8.1,Formal
Hourglass,Casual,"['Gold', 'Red', 'Black']",Fall,Polyester,Unisex,Budget,4.1,Glam
Rectangle,Business,"['Black', 'Green', 'Silver']",Summer,Polyester,Male,Mid-range,4.2,Business Casual
Oval,Party,['Neutral'],Summer,Cotton,Female,Luxury,6.8,Streetwear
Hourglass,Casual,['Blue'],Spring,Cotton,Female,Budget,7.4,Streetwear
Inverted Triangle,Formal,"['Black', 'Red']",Winter,Denim,Unisex,Luxury,5.0,Formal
Rectangle,Party,"['White', 'Blue', 'Green']",Spring,Silk,Male,Mid-range,6.1,Business Casual
Hourglass,Formal,"['Red', 'Green']",Spring,Polyester,Unisex,Luxury,2.6,Glam
Pear,Business,"['Green', 'Black']",Winter,Wool,Male,Budget,5.1,Formal
Pear,Wedding,"['Blue', 'Red']",Spring,Cotton,Female,Mid-range,1.6,Bohemian
Oval,Party,['Gold'],Summer,Polyester,Male,Mid-range,3.9,Formal
Hourglass,Casual,"['Green', 'Neutral']",Fall,Silk,Female,Budget,9.2,Glam
Rectangle,Business,['Blue'],Fall,Cotton,Female,Luxury,1.6,Streetwear
Pear,Business,"['Blue', 'Silver', 'Black']",Winter,Denim,Male,Luxury,5.5,Streetwear
Pear,Business,"['Silver', 'Neutral']",Summer,Cotton,Male,Luxury,5.4,Formal
Pear,Casual,['Green'],Spring,Cotton,Male,Mid-range,9.4,Business Casual
Hourglass,Casual,['Black'],Summer,Silk,Unisex,Luxury,8.2,Glam
Pear,Formal,"['Red', 'Neutral']",Summer,Silk,Female,Budget,2.3,Business Casual
Pear,Casual,"['Black', 'Silver', 'Blue']",Summer,Silk,Male,Mid-range,8.5,Glam
Oval,Casual,"['Green', 'Gold', 'Black']",Spring,Cotton,Unisex,Luxury,9.2,Formal
Hourglass,Formal,"['Blue', 'Gold']",Fall,Cotton,Female,Budget,6.3,Glam
Oval,Formal,"['Red', 'Green', 'Black']",Fall,Cotton,Female,Luxury,7.8,Business Casual
Oval,Formal,"['Neutral', 'White']",Summer,Cotton,Male,Budget,8.0,Glam
Hourglass,Wedding,"['Blue', 'Red', 'Neutral']",Spring,Cotton,Male,Mid-range,7.1,Business Casual
Pear,Casual,"['Blue', 'Gold']",Winter,Wool,Female,Luxury,6.4,Formal
Inverted Triangle,Party,['Red'],Summer,Polyester,Unisex,Luxury,6.9,Glam
Pear,Formal,"['Black', 'Red']",Spring,Cotton,Female,Budget,7.3,Formal
Inverted Triangle,Party,['Silver'],Summer,Polyester,Male,Luxury,8.6,Business Casual
Inverted Triangle,Casual,['Green'],Spring,Silk,Female,Luxury,4.3,Streetwear
Inverted Triangle,Party,"['Blue', 'Red', 'Gold']",Summer,Cotton,Female,Luxury,5.4,Streetwear
Pear,Formal,['Neutral'],Spring,Cotton,Male,Budget,5.3,Glam
Oval,Casual,['Silver'],Summer,Silk,Unisex,Luxury,8.9,Streetwear
Oval,Party,"['Gold', 'Green', 'Neutral']",Winter,Wool,Unisex,Budget,4.2,Glam
Oval,Casual,"['Green', 'Neutral', 'White']",Winter,Denim,Male,Luxury,3.1,Streetwear
Hourglass,Formal,['Blue'],Fall,Silk,Female,Luxury,8.9,Formal
Oval,Party,"['White', 'Silver']",Spring,Silk,Male,Luxury,1.5,Business Casual
Rectangle,Wedding,"['Silver', 'White', 'Black']",Summer,Silk,Male,Mid-range,7.5,Formal
Inverted Triangle,Casual,"['Neutral', 'Blue']",Summer,Polyester,Female,Luxury,6.1,Streetwear
Inverted Triangle,Formal,['White'],Fall,Polyester,Male,Budget,7.2,Formal
Inverted Triangle,Party,"['Neutral', 'Blue']",Winter,Denim,Unisex,Luxury,5.6,Business Casual
Rectangle,Party,"['White', 'Black', 'Neutral']",Spring,Polyester,Unisex,Budget,7.8,Streetwear
Oval,Business,['Silver'],Spring,Silk,Male,Budget,9.1,Bohemian
Oval,Formal,"['Gold', 'Neutral']",Winter,Wool,Male,Mid-range,8.5,Formal
Inverted Triangle,Casual,['Silver'],Spring,Cotton,Unisex,Budget,3.0,Bohemian
Rectangle,Business,['White'],Winter,Denim,Unisex,Mid-range,2.7,Business Casual
Pear,Casual,"['Blue', 'Black', 'Gold']",Fall,Cotton,Unisex,Mid-range,6.0,Business Casual
Hourglass,Formal,['Green'],Fall,Silk,Male,Budget,1.4,Business Casual
Rectangle,Formal,"['Blue', 'Gold', 'Neutral']",Spring,Polyester,Female,Luxury,8.5,Formal
Oval,Casual,"['Green', 'White', 'Black']",Fall,Polyester,Male,Mid-range,5.3,Streetwear
Pear,Party,['Blue'],Winter,Wool,Female,Mid-range,6.9,Bohemian
Oval,Formal,['Silver'],Summer,Cotton,Male,Mid-range,7.6,Formal
Rectangle,Wedding,"['Blue', 'Neutral']",Summer,Silk,Female,Mid-range,2.2,Bohemian
Oval,Formal,"['Black', 'White', 'Gold']",Spring,Cotton,Unisex,Mid-range,8.2,Glam
Hourglass,Formal,"['Blue', 'White']",Winter,Polyester,Unisex,Luxury,5.4,Glam
Inverted Triangle,Wedding,['Gold'],Winter,Wool,Unisex,Budget,6.3,Streetwear
Pear,Casual,"['Blue', 'Red', 'White']",Winter,Wool,Male,Budget,2.6,Glam
Oval,Formal,"['Blue', 'White']",Winter,Denim,Male,Budget,2.3,Glam
Hourglass,Business,"['Silver', 'Black', 'Blue']",Summer,Cotton,Male,Luxury,9.9,Bohemian
Inverted Triangle,Party,['Red'],Summer,Silk,Unisex,Mid-range,7.4,Streetwear
Hourglass,Casual,['White'],Winter,Wool,Unisex,Mid-range,8.2,Business Casual
Pear,Formal,"['Green', 'Gold', 'Blue']",Summer,Cotton,Male,Mid-range,6.9,Business Casual
Oval,Formal,['Gold'],Winter,Denim,Female,Luxury,7.1,Formal
Inverted Triangle,Party,"['Green', 'Silver']",Fall,Polyester,Female,Mid-range,6.6,Streetwear
Inverted Triangle,Party,['Red'],Summer,Cotton,Female,Budget,2.6,Streetwear
Rectangle,Business,"['Red', 'Black']",Summer,Silk,Unisex,Budget,1.7,Business Casual
Pear,Casual,"['Black', 'Neutral']",Spring,Cotton,Male,Budget,7.0,Streetwear
Pear,Wedding,"['Red', 'Gold', 'Silver']",Spring,Cotton,Female,Budget,9.4,Business Casual
Rectangle,Casual,"['Silver', 'White']",Winter,Polyester,Female,Mid-range,6.7,Glam
Hourglass,Party,"['Neutral', 'Green']",Winter,Wool,Male,Mid-range,4.3,Glam
Oval,Party,"['Green', 'Silver', 'Black']",Spring,Cotton,Male,Budget,7.1,Streetwear
Hourglass,Party,['Red'],Winter,Wool,Female,Luxury,7.7,Business Casual
Hourglass,Party,"['White', 'Black']",Spring,Polyester,Female,Mid-range,5.7,Formal
Oval,Casual,"['Red', 'Black']",Fall,Silk,Female,Budget,9.6,Streetwear
Inverted Triangle,Casual,"['Silver', 'Blue']",Spring,Polyester,Unisex,Luxury,2.5,Bohemian
Oval,Casual,['Red'],Fall,Silk,Male,Luxury,6.4,Glam
Inverted Triangle,Business,['Red'],Fall,Cotton,Unisex,Luxury,3.0,Bohemian
Hourglass,Party,"['White', 'Silver', 'Green']",Spring,Cotton,Unisex,Mid-range,6.7,Formal
Rectangle,Casual,"['Gold', 'Blue']",Summer,Cotton,Male,Luxury,8.8,Business Casual
Rectangle,Casual,"['Green', 'Neutral']",Winter,Wool,Male,Budget,2.9,Business Casual
Rectangle,Wedding,"['Silver', 'Black']",Summer,Polyester,Male,Mid-range,5.8,Formal
Oval,Wedding,['Black'],Fall,Cotton,Male,Luxury,4.6,Bohemian
Rectangle,Formal,"['Blue', 'White', 'Silver']",Fall,Cotton,Female,Luxury,3.7,Formal
Oval,Business,['White'],Fall,Cotton,Female,Budget,2.3,Glam
Inverted Triangle,Casual,['Red'],Winter,Polyester,Male,Luxury,8.7,Streetwear
Inverted Triangle,Party,"['Green', 'Black']",Summer,Cotton,Unisex,Luxury,1.3,Glam
Oval,Casual,"['Red', 'Gold', 'Black']",Spring,Cotton,Female,Luxury,1.2,Bohemian
Pear,Formal,"['Blue', 'White']",Fall,Silk,Male,Luxury,5.8,Business Casual
Oval,Business,"['Silver', 'White']",Fall,Silk,Male,Mid-range,3.5,Business Casual
Oval,Casual,"['Gold', 'Black']",Winter,Denim,Female,Mid-range,9.8,Glam
Hourglass,Party,"['Gold', 'White', 'Black']",Spring,Polyester,Unisex,Luxury,1.6,Business Casual
Hourglass,Party,"['Neutral', 'Black', 'Blue']",Fall,Polyester,Unisex,Budget,9.7,Bohemian
Inverted Triangle,Business,['Red'],Winter,Wool,Unisex,Budget,9.4,Glam
Hourglass,Formal,"['White', 'Gold', 'Silver']",Winter,Wool,Male,Luxury,4.5,Formal
Hourglass,Formal,['Neutral'],Winter,Wool,Unisex,Budget,5.8,Glam
Inverted Triangle,Formal,['Green'],Fall,Silk,Male,Budget,2.9,Glam
Oval,Casual,['Neutral'],Summer,Polyester,Male,Luxury,6.4,Streetwear
Oval,Casual,['White'],Winter,Wool,Female,Luxury,7.8,Glam
Rectangle,Casual,"['Red', 'Black', 'Gold']",Summer,Cotton,Female,Mid-range,3.3,Formal
Inverted Triangle,Casual,['Silver'],Fall,Cotton,Unisex,Mid-range,5.7,Glam
Rectangle,Casual,"['White', 'Gold']",Summer,Polyester,Male,Luxury,5.2,Business Casual
Hourglass,Party,"['Black', 'Red']",Winter,Polyester,Male,Budget,7.6,Glam
Hourglass,Business,"['Silver', 'Blue']",Winter,Polyester,Unisex,Mid-range,9.6,Formal
Rectangle,Casual,"['Green', 'Neutral']",Winter,Wool,Female,Mid-range,7.8,Glam
Oval,Party,"['Silver', 'Green', 'Black']",Winter,Polyester,Female,Budget,4.3,Business Casual
Pear,Casual,['Blue'],Summer,Silk,Unisex,Mid-range,1.3,Business Casual
Hourglass,Casual,"['White', 'Black']",Summer,Cotton,Male,Luxury,3.1,Formal
Rectangle,Business,['Blue'],Fall,Cotton,Unisex,Luxury,3.7,Bohemian
Inverted Triangle,Casual,['Neutral'],Winter,Denim,Female,Luxury,1.9,Glam
Hourglass,Casual,"['Red', 'Neutral']",Winter,Wool,Unisex,Mid-range,3.4,Formal
Oval,Party,"['Green', 'Gold', 'Black']",Spring,Cotton,Male,Mid-range,3.7,Business Casual
Oval,Casual,['Red'],Summer,Cotton,Unisex,Mid-range,2.1,Glam
Oval,Business,"['Silver', 'Blue']",Summer,Cotton,Female,Mid-range,8.4,Streetwear
Inverted Triangle,Wedding,['White'],Summer,Cotton,Male,Mid-range,7.6,Glam
Rectangle,Wedding,['White'],Summer,Cotton,Female,Mid-range,6.6,Formal
Pear,Formal,"['Blue', 'Silver', 'Red']",Summer,Cotton,Unisex,Mid-range,5.5,Formal
Inverted Triangle,Wedding,"['Gold', 'Black']",Spring,Cotton,Male,Luxury,2.4,Business Casual
Inverted Triangle,Party,"['Neutral', 'White']",Summer,Polyester,Unisex,Mid-range,3.9,Bohemian
Inverted Triangle,Formal,"['White', 'Red']",Fall,Silk,Male,Budget,6.3,Formal
Inverted Triangle,Formal,['Gold'],Fall,Cotton,Female,Budget,3.3,Glam
Rectangle,Casual,['Red'],Winter,Denim,Male,Luxury,9.7,Glam
Inverted Triangle,Wedding,"['Blue', 'Silver', 'Neutral']",Spring,Cotton,Female,Budget,6.0,Streetwear
Pear,Party,"['Blue', 'White', 'Red']",Spring,Cotton,Male,Budget,1.6,Formal
Oval,Casual,['Green'],Summer,Cotton,Female,Luxury,1.5,Streetwear
Rectangle,Formal,['Silver'],Summer,Silk,Male,Luxury,2.9,Business Casual
Rectangle,Formal,['Silver'],Winter,Polyester,Male,Mid-range,7.1,Formal
Rectangle,Party,['Black'],Winter,Denim,Unisex,Budget,2.7,Business Casual
Inverted Triangle,Party,"['Red', 'Green', 'White']",Summer,Cotton,Female,Mid-range,6.5,Glam
Hourglass,Party,"['Green', 'Blue']",Winter,Polyester,Female,Mid-range,3.2,Streetwear
Inverted Triangle,Party,"['Black', 'Gold', 'Neutral']",Summer,Silk,Male,Budget,4.0,Glam
Oval,Formal,"['Blue', 'Green', 'Gold']",Summer,Silk,Female,Budget,4.9,Business Casual
Rectangle,Formal,"['Green', 'Red']",Spring,Cotton,Male,Budget,7.8,Glam
Pear,Party,"['Black', 'Silver', 'Gold']",Fall,Cotton,Unisex,Budget,6.9,Business Casual
Inverted Triangle,Formal,"['Neutral', 'Red', 'White']",Winter,Wool,Male,Mid-range,6.5,Business Casual
Rectangle,Formal,"['Neutral', 'White']",Summer,Silk,Male,Budget,6.3,Business Casual
Pear,Business,['White'],Spring,Polyester,Unisex,Budget,5.2,Streetwear
Inverted Triangle,Formal,['Blue'],Summer,Cotton,Male,Budget,6.9,Glam
Rectangle,Casual,['Gold'],Summer,Cotton,Female,Mid-range,6.9,Business Casual
Hourglass,Business,"['White', 'Blue']",Summer,Cotton,Unisex,Luxury,8.8,Business Casual
Pear,Business,['Black'],Winter,Wool,Female,Budget,4.2,Glam
Oval,Party,"['Green', 'Blue']",Winter,Wool,Unisex,Luxury,9.9,Glam
Hourglass,Wedding,"['Neutral', 'Black', 'White']",Fall,Cotton,Female,Luxury,8.3,Glam
Hourglass,Formal,"['Blue', 'Black', 'Red']",Fall,Silk,Unisex,Budget,1.5,Formal
Inverted Triangle,Casual,"['Neutral', 'Blue', 'Green']",Fall,Silk,Female,Mid-range,8.6,Business Casual
Oval,Casual,['Blue'],Summer,Cotton,Male,Luxury,10.0,Bohemian
Rectangle,Party,"['Neutral', 'Green']",Spring,Silk,Male,Budget,2.2,Streetwear
Oval,Party,['Silver'],Summer,Cotton,Female,Budget,1.6,Glam
Rectangle,Casual,"['Gold', 'Neutral']",Fall,Cotton,Unisex,Budget,8.3,Bohemian
Hourglass,Casual,"['Red', 'Black']",Winter,Denim,Female,Mid-range,7.5,Bohemian
Oval,Party,['Neutral'],Summer,Silk,Female,Luxury,3.7,Streetwear
Hourglass,Casual,['Blue'],Winter,Polyester,Male,Budget,7.9,Formal
Inverted Triangle,Party,"['Red', 'White']",Winter,Polyester,Male,Budget,9.4,Glam
Rectangle,Formal,"['Silver', 'Red', 'White']",Summer,Silk,Unisex,Luxury,1.4,Business Casual
Oval,Business,['Neutral'],Summer,Silk,Unisex,Mid-range,8.6,Glam
Inverted Triangle,Business,['Neutral'],Spring,Polyester,Male,Luxury,7.4,Glam
Oval,Party,['Gold'],Spring,Silk,Male,Mid-range,8.0,Bohemian
Pear,Party,"['Blue', 'Neutral', 'Red']",Fall,Cotton,Male,Mid-range,8.9,Business Casual
Oval,Casual,"['Neutral', 'Gold']",Spring,Silk,Male,Mid-range,8.0,Bohemian
Hourglass,Casual,['Gold'],Summer,Cotton,Female,Budget,6.0,Streetwear
Inverted Triangle,Casual,"['Red', 'Green', 'White']",Winter,Denim,Unisex,Luxury,5.0,Glam
Rectangle,Formal,"['Black', 'Green', 'Silver']",Winter,Wool,Male,Luxury,9.0,Glam
Hourglass,Wedding,['White'],Winter,Polyester,Male,Luxury,1.5,Bohemian
Oval,Formal,"['Blue', 'White', 'Black']",Fall,Cotton,Male,Budget,7.9,Formal
Rectangle,Business,"['Green', 'Neutral', 'Red']",Summer,Cotton,Male,Mid-range,4.9,Bohemian
Hourglass,Formal,"['Red', 'Silver', 'Gold']",Fall,Silk,Female,Mid-range,4.0,Glam
Rectangle,Casual,['Black'],Summer,Cotton,Female,Budget,6.1,Streetwear
Inverted Triangle,Casual,"['Blue', 'Gold']",Winter,Denim,Female,Luxury,3.0,Glam
Pear,Party,['Gold'],Summer,Cotton,Male,Mid-range,3.2,Business Casual
Pear,Party,"['Neutral', 'White', 'Blue']",Spring,Polyester,Female,Budget,8.1,Business Casual
Inverted Triangle,Formal,"['Silver', 'Black']",Summer,Cotton,Unisex,Luxury,4.0,Glam
Hourglass,Casual,['Neutral'],Fall,Polyester,Unisex,Budget,7.7,Formal
Hourglass,Business,"['Blue', 'White', 'Neutral']",Summer,Cotton,Female,Budget,7.6,Business Casual
Rectangle,Casual,"['Blue', 'Neutral']",Fall,Cotton,Unisex,Luxury,7.4,Bohemian
Rectangle,Business,"['Green', 'Gold', 'Black']",Summer,Silk,Unisex,Mid-range,5.8,Formal
Hourglass,Business,['Green'],Summer,Cotton,Female,Luxury,5.5,Bohemian
Inverted Triangle,Formal,['Green'],Summer,Cotton,Male,Budget,2.3,Formal
Pear,Business,"['Blue', 'White', 'Green']",Summer,Cotton,Unisex,Budget,3.5,Business Casual
Oval,Casual,"['White', 'Black']",Summer,Polyester,Male,Mid-range,8.3,Streetwear
Rectangle,Formal,"['Red', 'Black', 'Green']",Winter,Denim,Female,Budget,7.9,Formal
Pear,Party,['White'],Fall,Cotton,Female,Budget,6.2,Bohemian
Pear,Wedding,"['Gold', 'Blue', 'Silver']",Fall,Silk,Female,Mid-range,3.0,Streetwear
Oval,Business,['Green'],Winter,Wool,Female,Mid-range,3.8,Streetwear
Rectangle,Wedding,"['Red', 'Neutral']",Winter,Denim,Male,Budget,2.2,Bohemian
Hourglass,Formal,"['Silver', 'Neutral', 'Green']",Spring,Cotton,Female,Mid-range,3.4,Formal
Rectangle,Wedding,"['Red', 'White', 'Blue']",Spring,Silk,Female,Mid-range,8.2,Bohemian
Pear,Business,"['White', 'Silver', 'Black']",Summer,Silk,Unisex,Budget,6.0,Formal
Hourglass,Formal,['Red'],Summer,Silk,Unisex,Luxury,7.4,Formal
Hourglass,Casual,"['Red', 'Black', 'Green']",Fall,Polyester,Female,Mid-range,4.4,Streetwear
Oval,Casual,"['Neutral', 'Gold']",Fall,Cotton,Male,Mid-range,2.6,Bohemian
Inverted Triangle,Casual,"['White', 'Gold']",Summer,Cotton,Unisex,Luxury,7.9,Bohemian
Inverted Triangle,Party,"['Silver', 'Blue']",Fall,Polyester,Female,Mid-range,3.8,Glam
Inverted Triangle,Party,['Red'],Summer,Cotton,Unisex,Mid-range,3.1,Formal
Inverted Triangle,Wedding,['Neutral'],Fall,Cotton,Unisex,Budget,3.8,Glam
Hourglass,Wedding,['Blue'],Fall,Polyester,Female,Budget,5.4,Business Casual
Inverted Triangle,Party,"['Neutral', 'White']",Summer,Silk,Male,Luxury,8.1,Bohemian
Pear,Business,"['Green', 'Black']",Spring,Polyester,Female,Budget,8.9,Streetwear
Hourglass,Casual,"['Silver', 'White']",Fall,Cotton,Male,Mid-range,1.0,Formal
Inverted Triangle,Party,"['Blue', 'Silver']",Summer,Cotton,Female,Mid-range,1.2,Streetwear
Pear,Business,"['Blue', 'Silver', 'Neutral']",Winter,Wool,Male,Mid-range,4.2,Glam
Pear,Casual,['Silver'],Fall,Silk,Male,Luxury,1.5,Streetwear
Oval,Casual,"['Blue', 'White', 'Gold']",Fall,Cotton,Unisex,Mid-range,7.7,Bohemian
Oval,Formal,['Neutral'],Winter,Wool,Male,Mid-range,9.3,Formal
